GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACU001,ACU002,ACU003,ACU004
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Free >> Male,Free >> Female,Slave >> Male,Slave >> Female
"G5101130","1840","Virginia","510","Madison","1130","Madison",36,34,2240,2068
"G5101135","1840","Virginia","510","Marshall","1135","Marshall",17,20,26,20
"G5101137","1840","Virginia","510","Mason","1137","Mason",23,23,416,392
"G5101150","1840","Virginia","510","Mathews","1150","Matthews",72,92,1594,1715
"G5101170","1840","Virginia","510","Mecklenburg","1170","Mecklenburg",514,541,6126,5789
"G5101175","1840","Virginia","510","Mercer","1175","Mercer",4,4,50,48
"G5101190","1840","Virginia","510","Middlesex","1190","Middlesex",70,72,1072,1137
"G5101193","1840","Virginia","510","Monongalia","1193","Monongalia",72,74,131,129
"G5101197","1840","Virginia","510","Monroe","1197","Monroe",41,56,440,428
"G5101210","1840","Virginia","510","Montgomery","1210","Montgomery",42,45,753,740
"G5101215","1840","Virginia","510","Morgan","1215","Morgan",4,2,62,72
"G5101230","1840","Virginia","510","Nansemond","1230","Nansemond",669,738,2357,2173
"G5101250","1840","Virginia","510","Nelson","1250","Nelson",73,79,3051,2916
"G5101270","1840","Virginia","510","New Kent","1270","New Kent",160,213,1613,1772
"G5101275","1840","Virginia","510","Nicholas","1275","Nicholas",1,2,38,34
"G5101290","1840","Virginia","510","Norfolk","1290","Norfolk",1059,1331,4609,5126
"G5101310","1840","Virginia","510","Northampton","1310","Northampton",339,415,1838,1782
"G5101330","1840","Virginia","510","Northumberland","1330","Northumberland",324,323,1609,1634
"G5101350","1840","Virginia","510","Nottoway","1350","Nottoway",70,88,3556,3515
"G5101355","1840","Virginia","510","Ohio","1355","Ohio",148,155,81,131
"G5101370","1840","Virginia","510","Orange","1370","Orange",97,89,2682,2682
"G5101390","1840","Virginia","510","Page","1390","Page",114,102,431,350
"G5101410","1840","Virginia","510","Patrick","1410","Patrick",54,49,878,964
"G5101415","1840","Virginia","510","Pendleton","1415","Pendleton",15,18,234,228
"G5101430","1840","Virginia","510","Pittsylvania","1430","Pittsylvania",258,299,5912,5646
"G5101437","1840","Virginia","510","Pocahontas","1437","Pocahontas",11,8,114,105
"G5101450","1840","Virginia","510","Powhatan","1450","Powhatan",174,189,2705,2424
"G5101455","1840","Virginia","510","Preston","1455","Preston",15,17,45,46
"G5101470","1840","Virginia","510","Prince Edward","1470","Prince Edward",295,275,4607,3969
"G5101490","1840","Virginia","510","Prince George","1490","Prince George",230,239,2083,1931
"G5101510","1840","Virginia","510","Princess Anne","1510","Princess Anne",106,96,1604,1483
"G5101530","1840","Virginia","510","Prince William","1530","Prince William",235,275,1398,1369
"G5101550","1840","Virginia","510","Pulaski","1550","Pulaski",8,9,491,463
"G5101557","1840","Virginia","510","Randolph","1557","Randolph",100,93,97,119
"G5101570","1840","Virginia","510","Rappahannock","1570","Rappahannock",140,147,1802,1861
"G5101590","1840","Virginia","510","Richmond","1590","Richmond",258,252,1143,1220
"G5101610","1840","Virginia","510","Roanoke","1610","Roanoke",58,43,806,747
"G5101630","1840","Virginia","510","Rockbridge","1630","Rockbridge",159,167,1878,1632
"G5101650","1840","Virginia","510","Rockingham","1650","Rockingham",248,253,984,915
"G5101670","1840","Virginia","510","Russell","1670","Russell",11,15,331,369
"G5101690","1840","Virginia","510","Scott","1690","Scott",26,22,165,179
"G5101710","1840","Virginia","510","Shenandoah","1710","Shenandoah",136,129,577,456
"G5101730","1840","Virginia","510","Smyth","1730","Smyth",53,92,419,419
"G5101750","1840","Virginia","510","Southampton","1750","Southampton",838,961,3443,3112
"G5101770","1840","Virginia","510","Spotsylvania","1770","Spotsylvania",340,445,3677,3913
"G5101790","1840","Virginia","510","Stafford","1790","Stafford",194,175,1942,1654
"G5101810","1840","Virginia","510","Surry","1810","Surry",501,569,1492,1361
"G5101830","1840","Virginia","510","Sussex","1830","Sussex",400,411,3586,3248
"G5101850","1840","Virginia","510","Tazewell","1850","Tazewell",20,18,400,386
"G5101855","1840","Virginia","510","Tyler","1855","Tyler",3,2,31,54
"G5101870","1840","Virginia","510","Warren","1870","Warren",160,182,700,734
"G5101890","1840","Virginia","510","Warwick","1890","Warwick",9,12,398,433
"G5101910","1840","Virginia","510","Washington","1910","Washington",104,108,1031,1027
"G5101930","1840","Virginia","510","Westmoreland","1930","Westmoreland",454,509,1832,1758
"G5101953","1840","Virginia","510","Wood","1953","Wood",32,24,317,307
"G5101970","1840","Virginia","510","Wythe","1970","Wythe",65,60,832,786
"G5101990","1840","Virginia","510","York","1990","York",320,330,1064,1048
"G5550015","1840","Wisconsin Territory","555","Brown","0015","Brown",15,9,0,0
"G5550035","1840","Wisconsin Territory","555","Calumet","0035","Calumet",14,12,0,0
"G5550055","1840","Wisconsin Territory","555","Crawford","0055","Crawford",1,4,0,0
"G5550075","1840","Wisconsin Territory","555","Dane","0075","Dane",0,1,0,0
"G5550095","1840","Wisconsin Territory","555","Dodge","0095","Dodge",2,2,0,0
"G5550115","1840","Wisconsin Territory","555","Fond du Lac","0115","Fond Du Lac",1,2,0,0
"G5550135","1840","Wisconsin Territory","555","Grant","0135","Grant",19,19,3,7
"G5550155","1840","Wisconsin Territory","555","Green","0155","Green",0,0,0,0
"G5550175","1840","Wisconsin Territory","555","Iowa","0175","Iowa",21,11,1,0
"G5550195","1840","Wisconsin Territory","555","Jefferson","0195","Jefferson",0,1,0,0
"G5550215","1840","Wisconsin Territory","555","Manitowoc","0215","Manitowoc",1,0,0,0
"G5550235","1840","Wisconsin Territory","555","Marquette","0235","Marquette",0,0,0,0
"G5550255","1840","Wisconsin Territory","555","Milwaukee","0255","Milwaukee",16,16,0,0
"G5550275","1840","Wisconsin Territory","555","Portage","0275","Portage",4,0,0,0
"G5550295","1840","Wisconsin Territory","555","Racine","0295","Racine",3,5,0,0
"G5550315","1840","Wisconsin Territory","555","Rock","0315","Rock",0,1,0,0
"G5550335","1840","Wisconsin Territory","555","Sauk","0335","Sauk",0,0,0,0
"G5550355","1840","Wisconsin Territory","555","Sheboygan","0355","Sheboygan",0,0,0,0
"G5550375","1840","Wisconsin Territory","555","St Croix","0375","St Croix",3,1,0,0
"G5550395","1840","Wisconsin Territory","555","Walworth","0395","Walworth",1,0,0,0
"G5550415","1840","Wisconsin Territory","555","Washington","0415","Washington",0,0,0,0
"G5550435","1840","Wisconsin Territory","555","Winnebago","0435","Winnebago",0,0,0,0
